{System 2022/10/31 14:21:57:2157}: [0.99999845, 0.0017453283, 0.0, 0.0, -0.0017453283, 0.99999845, 0.0, 0.0, 0.0, 0.0, 1.0, 0.099999994, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999815, 0.0019198608, 0.0, 0.0, -0.0019198608, 0.99999815, 0.0, 0.0, 0.0, 0.0, 1.0, 0.10999999, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999978, 0.0020943934, 0.0, 0.0, -0.0020943934, 0.9999978, 0.0, 0.0, 0.0, 0.0, 1.0, 0.11999999, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999744, 0.002268926, 0.0, 0.0, -0.002268926, 0.99999744, 0.0, 0.0, 0.0, 0.0, 1.0, 0.13, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.999997, 0.0024434584, 0.0, 0.0, -0.0024434584, 0.999997, 0.0, 0.0, 0.0, 0.0, 1.0, 0.14, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999966, 0.002617991, 0.0, 0.0, -0.002617991, 0.9999966, 0.0, 0.0, 0.0, 0.0, 1.0, 0.15, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999961, 0.0027925235, 0.0, 0.0, -0.0027925235, 0.9999961, 0.0, 0.0, 0.0, 0.0, 1.0, 0.16000001, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999956, 0.0029670557, 0.0, 0.0, -0.0029670557, 0.9999956, 0.0, 0.0, 0.0, 0.0, 1.0, 0.17000002, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999505, 0.0031415878, 0.0, 0.0, -0.0031415878, 0.99999505, 0.0, 0.0, 0.0, 0.0, 1.0, 0.18000002, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999945, 0.00331612, 0.0, 0.0, -0.00331612, 0.9999945, 0.0, 0.0, 0.0, 0.0, 1.0, 0.19000003, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999939, 0.003490652, 0.0, 0.0, -0.003490652, 0.9999939, 0.0, 0.0, 0.0, 0.0, 1.0, 0.20000003, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999326, 0.003665184, 0.0, 0.0, -0.003665184, 0.99999326, 0.0, 0.0, 0.0, 0.0, 1.0, 0.21000004, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999926, 0.0038397156, 0.0, 0.0, -0.0038397156, 0.9999926, 0.0, 0.0, 0.0, 0.0, 1.0, 0.22000004, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999195, 0.0040142476, 0.0, 0.0, -0.0040142476, 0.99999195, 0.0, 0.0, 0.0, 0.0, 1.0, 0.23000005, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999124, 0.004188779, 0.0, 0.0, -0.004188779, 0.99999124, 0.0, 0.0, 0.0, 0.0, 1.0, 0.24000005, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.99999046, 0.0043633105, 0.0, 0.0, -0.0043633105, 0.99999046, 0.0, 0.0, 0.0, 0.0, 1.0, 0.25000006, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999897, 0.0045378413, 0.0, 0.0, -0.0045378413, 0.9999897, 0.0, 0.0, 0.0, 0.0, 1.0, 0.26000005, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:57:2157}: [0.9999889, 0.004712372, 0.0, 0.0, -0.004712372, 0.9999889, 0.0, 0.0, 0.0, 0.0, 1.0, 0.27000004, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999881, 0.004886903, 0.0, 0.0, -0.004886903, 0.9999881, 0.0, 0.0, 0.0, 0.0, 1.0, 0.28000003, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999872, 0.0050614337, 0.0, 0.0, -0.0050614337, 0.9999872, 0.0, 0.0, 0.0, 0.0, 1.0, 0.29000002, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999863, 0.005235964, 0.0, 0.0, -0.005235964, 0.9999863, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998534, 0.0054104943, 0.0, 0.0, -0.0054104943, 0.99998534, 0.0, 0.0, 0.0, 0.0, 1.0, 0.31, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999844, 0.0055850246, 0.0, 0.0, -0.0055850246, 0.9999844, 0.0, 0.0, 0.0, 0.0, 1.0, 0.32, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999844, 0.0055850246, -9.747706E-7, -0.010000155, -0.0055850246, 0.9999844, -1.745302E-4, 5.820766E-10, 0.0, 1.7453292E-4, 1.0, 0.32, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999843, 0.005585024, -1.9495412E-6, -0.02000031, -0.005585024, 0.9999843, -3.490604E-4, 1.1568773E-9, 0.0, 3.4906584E-4, 0.99999994, 0.31999996, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998426, 0.005585024, -2.924312E-6, -0.030000463, -0.005585024, 0.99998426, -5.235906E-4, 1.7316779E-9, 0.0, 5.2359875E-4, 0.9999999, 0.31999996, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998415, 0.005585023, -3.8990825E-6, -0.040000614, -0.005585023, 0.99998415, -6.9812074E-4, 2.2992026E-9, 0.0, 6.981316E-4, 0.99999976, 0.3199999, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.999984, 0.0055850227, -4.8738525E-6, -0.050000764, -0.0055850227, 0.999984, -8.726509E-4, 2.8521754E-9, 0.0, 8.726645E-4, 0.99999964, 0.31999987, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998385, 0.005585022, -5.848623E-6, -0.060000904, -0.005585022, 0.99998385, -0.0010471811, 3.3760443E-9, 0.0, 0.0010471974, 0.99999946, 0.3199998, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999836, 0.0055850204, -6.823393E-6, -0.070001036, -0.0055850204, 0.9999836, -0.001221711, 3.8999133E-9, 0.0, 0.0012217301, 0.9999992, 0.31999975, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998343, 0.0055850195, -7.798163E-6, -0.08000117, -0.0055850195, 0.99998343, -0.0013962411, 4.3946784E-9, 0.0, 0.0013962629, 0.99999905, 0.3199997, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998313, 0.0055850176, -8.772932E-6, -0.090001285, -0.0055850176, 0.99998313, -0.0015707711, 4.831236E-9, 0.0, 0.0015707957, 0.99999875, 0.3199996, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998283, 0.0055850158, -9.747701E-6, -0.1000014, -0.0055850158, 0.99998283, -0.0017453011, 5.180482E-9, 0.0, 0.0017453283, 0.99999845, 0.3199995, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998254, 0.0055850144, -1.072247E-5, -0.110001504, -0.0055850144, 0.99998254, -0.0019198308, 5.7043508E-9, 0.0, 0.0019198608, 0.99999815, 0.3199994, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999822, 0.0055850125, -1.1697239E-5, -0.12000159, -0.0055850125, 0.9999822, -0.0020943608, 5.995389E-9, 0.0, 0.0020943934, 0.9999978, 0.31999928, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999818, 0.00558501, -1.2672008E-5, -0.13000168, -0.00558501, 0.9999818, -0.0022688906, 6.2864274E-9, 0.0, 0.002268926, 0.99999744, 0.31999916, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999814, 0.005585008, -1.3646775E-5, -0.14000176, -0.005585008, 0.9999814, -0.0024434202, 6.693881E-9, 0.0, 0.0024434584, 0.999997, 0.31999904, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.999981, 0.0055850055, -1.4621544E-5, -0.15000184, -0.0055850055, 0.999981, -0.00261795, 6.868504E-9, 0.0, 0.002617991, 0.9999966, 0.31999892, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999805, 0.005585003, -1.5596312E-5, -0.16000189, -0.005585003, 0.9999805, -0.00279248, 7.043127E-9, 0.0, 0.0027925235, 0.9999961, 0.31999874, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99998, 0.005585, -1.6571079E-5, -0.17000192, -0.005585, 0.99998, -0.0029670093, 7.1013346E-9, 0.0, 0.0029670557, 0.9999956, 0.3199986, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.99997944, 0.005584997, -1.7545844E-5, -0.18000194, -0.005584997, 0.99997944, -0.0031415387, 7.21775E-9, 0.0, 0.0031415878, 0.99999505, 0.3199984, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:58:2158}: [0.9999789, 0.005584994, -1.8520612E-5, -0.19000195, -0.005584994, 0.9999789, -0.0033160683, 7.1013346E-9, 0.0, 0.00331612, 0.9999945, 0.31999823, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999783, 0.0055849906, -1.9495377E-5, -0.20000194, -0.0055849906, 0.9999783, -0.0034905975, 7.1013346E-9, 0.0, 0.003490652, 0.9999939, 0.31999806, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99997765, 0.005584987, -2.0470143E-5, -0.2100019, -0.005584987, 0.99997765, -0.0036651266, 6.9849193E-9, 0.0, 0.003665184, 0.99999326, 0.31999785, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.999977, 0.005584983, -2.1444906E-5, -0.22000185, -0.005584983, 0.999977, -0.0038396555, 6.7520887E-9, 0.0, 0.0038397156, 0.9999926, 0.31999764, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99997634, 0.0055849794, -2.2419672E-5, -0.23000178, -0.0055849794, 0.99997634, -0.0040141847, 6.4028427E-9, 0.0, 0.0040142476, 0.99999195, 0.31999743, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999756, 0.0055849757, -2.3394432E-5, -0.24000168, -0.0055849757, 0.9999756, -0.0041887136, 6.170012E-9, 0.0, 0.004188779, 0.99999124, 0.3199972, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99997485, 0.0055849715, -2.4369197E-5, -0.25000158, -0.0055849715, 0.99997485, -0.0043632425, 5.7043508E-9, 0.0, 0.0043633105, 0.99999046, 0.31999695, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999741, 0.005584967, -2.5343956E-5, -0.26000142, -0.005584967, 0.9999741, -0.0045377705, 5.122274E-9, 0.0, 0.0045378413, 0.9999897, 0.31999668, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999733, 0.0055849627, -2.6318714E-5, -0.27000126, -0.0055849627, 0.9999733, -0.0047122985, 4.656613E-9, 0.0, 0.004712372, 0.9999889, 0.31999645, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99997246, 0.005584958, -2.7293472E-5, -0.28000104, -0.005584958, 0.99997246, -0.0048868265, 3.958121E-9, 0.0, 0.004886903, 0.9999881, 0.31999618, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99997157, 0.005584953, -2.8268232E-5, -0.29000083, -0.005584953, 0.99997157, -0.0050613545, 3.0267984E-9, 0.0, 0.0050614337, 0.9999872, 0.31999588, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999707, 0.005584948, -2.9242987E-5, -0.30000058, -0.005584948, 0.9999707, -0.005235882, 2.3283064E-9, 0.0, 0.005235964, 0.9999863, 0.3199956, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999697, 0.0055849426, -3.0217743E-5, -0.31000027, -0.0055849426, 0.9999697, -0.00541041, 1.1641532E-9, 0.0, 0.0054104943, 0.99998534, 0.3199953, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99996877, 0.0055849375, -3.11925E-5, -0.32, -0.0055849375, 0.99996877, -0.0055849375, 0.0, 0.0, 0.0055850246, 0.9999844, 0.319995, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999678, 0.005584932, -3.2167252E-5, -0.32999966, -0.005584932, 0.9999678, -0.0057594646, -1.1641532E-9, 0.0, 0.0057595544, 0.99998343, 0.3199947, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999668, 0.0055849263, -3.3142005E-5, -0.3399993, -0.0055849263, 0.9999668, -0.0059339916, -2.561137E-9, 0.0, 0.0059340843, 0.9999824, 0.31999436, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999657, 0.0055849203, -3.4116758E-5, -0.3499989, -0.0055849203, 0.9999657, -0.006108518, -3.7252903E-9, 0.0, 0.0061086137, 0.99998134, 0.31999403, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99996465, 0.0055849142, -3.5091507E-5, -0.35999846, -0.0055849142, 0.99996465, -0.006283045, -5.355105E-9, 0.0, 0.006283143, 0.9999803, 0.31999367, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99996465, 0.0055838176, -2.0961826E-4, -0.35999846, -0.0055849142, 0.99996465, -0.00628207, 0.009999952, 1.7452947E-4, 0.006283143, 0.9999803, 0.31999367, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999646, 0.005582721, -3.84145E-4, -0.35999846, -0.005584914, 0.99996465, -0.006281095, 0.01999991, 3.4905894E-4, 0.0062831426, 0.9999802, 0.31999367, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.99996454, 0.0055816243, -5.586718E-4, -0.35999852, -0.005584914, 0.99996465, -0.0062801205, 0.02999987, 5.2358845E-4, 0.006283142, 0.99998015, 0.31999364, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999644, 0.0055805277, -7.331985E-4, -0.35999855, -0.005584913, 0.99996465, -0.006279146, 0.039999828, 6.9811783E-4, 0.0062831417, 0.99998003, 0.31999362, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999643, 0.005579431, -9.077252E-4, -0.3599986, -0.0055849124, 0.9999647, -0.006278171, 0.04999979, 8.726473E-4, 0.0062831407, 0.9999799, 0.31999356, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999641, 0.0055783344, -0.001082252, -0.35999867, -0.0055849114, 0.9999647, -0.006277196, 0.059999753, 0.0010471768, 0.00628314, 0.99997973, 0.3199935, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999639, 0.0055772383, -0.0012567785, -0.35999873, -0.00558491, 0.9999647, -0.0062762215, 0.0699997, 0.001221706, 0.0062831384, 0.9999795, 0.31999344, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999637, 0.0055761416, -0.0014313051, -0.35999885, -0.005584909, 0.9999647, -0.006275247, 0.07999966, 0.0013962353, 0.006283137, 0.9999793, 0.31999338, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999634, 0.005575045, -0.0016058317, -0.35999888, -0.0055849073, 0.9999647, -0.006274272, 0.08999962, 0.0015707647, 0.006283135, 0.999979, 0.3199933, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:21:59:2159}: [0.9999631, 0.0055739484, -0.0017803581, -0.35999897, -0.0055849054, 0.9999647, -0.006273297, 0.09999958, 0.0017452938, 0.0062831333, 0.9999787, 0.3199932, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999628, 0.0055728517, -0.0019548845, -0.35999912, -0.005584904, 0.9999647, -0.0062723225, 0.10999954, 0.001919823, 0.0062831314, 0.9999784, 0.31999308, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99996245, 0.005571755, -0.002129411, -0.3599992, -0.005584902, 0.9999647, -0.006271348, 0.11999949, 0.0020943522, 0.006283129, 0.99997807, 0.31999296, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999621, 0.0055706585, -0.0023039375, -0.35999936, -0.0055849, 0.9999647, -0.0062703732, 0.12999946, 0.0022688813, 0.006283127, 0.9999777, 0.31999287, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999617, 0.005569562, -0.0024784636, -0.3599995, -0.0055848975, 0.9999647, -0.006269398, 0.13999942, 0.0024434102, 0.0062831244, 0.9999773, 0.31999272, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99996126, 0.005568465, -0.00265299, -0.3599997, -0.005584895, 0.9999648, -0.0062684235, 0.1499994, 0.0026179394, 0.0062831216, 0.9999769, 0.3199926, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999608, 0.0055673686, -0.0028275163, -0.35999984, -0.005584893, 0.9999648, -0.006267449, 0.15999936, 0.0027924683, 0.006283119, 0.9999764, 0.31999245, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99996024, 0.005566272, -0.0030020424, -0.36000004, -0.0055848896, 0.9999648, -0.0062664743, 0.1699993, 0.0029669972, 0.006283115, 0.99997586, 0.31999227, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999597, 0.0055651753, -0.0031765683, -0.3600002, -0.0055848868, 0.9999648, -0.006265499, 0.17999926, 0.003141526, 0.006283112, 0.9999753, 0.3199921, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999592, 0.0055640787, -0.0033510944, -0.36000043, -0.0055848835, 0.9999648, -0.0062645245, 0.18999924, 0.0033160546, 0.0062831086, 0.9999748, 0.31999192, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999586, 0.0055629825, -0.00352562, -0.36000064, -0.0055848802, 0.9999648, -0.00626355, 0.1999992, 0.003490583, 0.006283105, 0.9999742, 0.31999174, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999579, 0.005561886, -0.0037001458, -0.36000088, -0.0055848765, 0.9999648, -0.0062625753, 0.20999917, 0.0036651115, 0.0062831007, 0.99997354, 0.31999153, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995726, 0.0055607893, -0.0038746714, -0.3600011, -0.005584873, 0.9999648, -0.0062616, 0.21999913, 0.00383964, 0.0062830965, 0.9999729, 0.31999132, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999566, 0.0055596926, -0.004049197, -0.36000136, -0.005584869, 0.9999648, -0.0062606256, 0.2299991, 0.0040141684, 0.0062830923, 0.9999722, 0.3199911, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999559, 0.005558596, -0.0042237225, -0.3600016, -0.0055848653, 0.9999648, -0.006259651, 0.23999907, 0.0041886964, 0.006283088, 0.9999715, 0.31999087, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999551, 0.0055574994, -0.0043982477, -0.36000186, -0.005584861, 0.99996483, -0.0062586763, 0.24999905, 0.0043632244, 0.006283083, 0.99997073, 0.31999063, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995434, 0.0055564027, -0.0045727724, -0.36000213, -0.0055848565, 0.99996483, -0.006257701, 0.25999898, 0.004537752, 0.0062830783, 0.99996996, 0.31999037, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995357, 0.005555306, -0.0047472967, -0.36000246, -0.0055848523, 0.99996483, -0.0062567266, 0.26999894, 0.004712279, 0.006283073, 0.9999692, 0.31999013, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995273, 0.0055542095, -0.0049218214, -0.36000276, -0.0055848476, 0.99996483, -0.006255752, 0.2799989, 0.0048868065, 0.006283068, 0.99996835, 0.31998986, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995184, 0.005553113, -0.005096346, -0.36000305, -0.0055848425, 0.99996483, -0.0062547773, 0.28999886, 0.005061334, 0.0062830625, 0.99996746, 0.3199896, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995095, 0.0055520167, -0.00527087, -0.36000338, -0.005584838, 0.99996483, -0.006253802, 0.2999988, 0.0052358606, 0.006283057, 0.99996656, 0.3199893, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99995, 0.00555092, -0.0054453947, -0.36000368, -0.0055848323, 0.99996483, -0.0062528276, 0.30999875, 0.0054103876, 0.006283051, 0.9999656, 0.319989, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99994904, 0.0055498234, -0.0056199185, -0.360004, -0.005584827, 0.99996483, -0.006251853, 0.31999865, 0.0055849142, 0.006283045, 0.99996465, 0.31998867, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999481, 0.005548727, -0.0057944423, -0.3600044, -0.0055848216, 0.99996483, -0.0062508783, 0.32999864, 0.005759441, 0.0062830388, 0.9999637, 0.31998837, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999471, 0.00554763, -0.005968966, -0.36000478, -0.005584816, 0.99996483, -0.0062499032, 0.33999857, 0.0059339674, 0.0062830327, 0.9999627, 0.31998804, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.999946, 0.0055465335, -0.006143489, -0.36000514, -0.00558481, 0.9999649, -0.0062489286, 0.34999856, 0.006108493, 0.0062830257, 0.9999616, 0.3199877, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999449, 0.005545437, -0.0063180123, -0.36000553, -0.005584804, 0.9999649, -0.006247954, 0.3599985, 0.006283019, 0.006283019, 0.99996054, 0.31998736, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999438, 0.0055443402, -0.006492535, -0.36000592, -0.005584798, 0.9999649, -0.0062469793, 0.36999846, 0.006457545, 0.006283012, 0.9999594, 0.319987, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99994266, 0.0055432436, -0.0066670584, -0.36000633, -0.0055847913, 0.9999649, -0.0062460047, 0.3799984, 0.0066320705, 0.006283005, 0.9999583, 0.31998664, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.99994147, 0.0055421474, -0.0068415813, -0.36000675, -0.005584785, 0.9999649, -0.0062450296, 0.38999838, 0.006806596, 0.0062829973, 0.9999571, 0.31998625, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.9999403, 0.005541051, -0.0070161032, -0.3600072, -0.0055847783, 0.9999649, -0.006244055, 0.3999983, 0.006981121, 0.00628299, 0.9999559, 0.31998587, 0.0, 0.0, 0.0, 1.0]
{System 2022/10/31 14:22:00:220}: [0.999939, 0.005539954, -0.0071906256, -0.3600076, -0.0055847713, 0.9999649, -0.0062430804, 0.40999824, 0.007155646, 0.006282982, 0.99995464, 0.31998548, 0.0, 0.0, 0.0, 1.0]
